Entity,Year,Auunal Emission
Asia,1985.0,5.2660137E9
Asia (excl. China and India),1974.0,2.167012E9
Azerbaijan,1973.0,3.6255064E7
Benin,1965.0,150224.0
Benin,1969.0,201520.0
Benin,2021.0,8312495.0
Bhutan,1971.0,3664.0
Bhutan,2009.0,389881.0
Bolivia,1960.0,1003787.06
Bolivia,2012.0,1.753534E7
Bonaire Sint Eustatius and Saba,2011.0,69331.0
Bulgaria,1958.0,1.562685E7
Burundi,1979.0,109920.0
Cameroon,1974.0,973762.0
Central African Republic,1977.0,128240.01
Central African Republic,2019.0,227168.0
Central America (GCP),1959.0,4.0125464E7
Central America (GCP),1990.0,9.2635544E7
Central America (GCP),2014.0,1.7559325E8
Chad,1955.0,45020.0
China,1953.0,1.3378288E8
Cook Islands,2002.0,40304.0
Cook Islands,2015.0,80608.0
Cote d'Ivoire,1969.0,1890624.0
Democratic Republic of Congo,1976.0,3404885.0
Denmark,1998.0,6.1238296E7
Eritrea,2016.0,557483.0
European Union (27),1998.0,3.6458324E9
European Union (28),1982.0,4.3196513E9
European Union (28),1990.0,4.472372E9
France,1971.0,4.9339488E8
Gabon,1952.0,18066.0
Ghana,1958.0,1363008.0
Greece,1966.0,1.8620604E7
Greenland,2012.0,579760.0
Guatemala,1984.0,3401061.0
Guinea,2014.0,2165424.0
Guinea-Bissau,1969.0,58624.0
Guyana,1979.0,1520560.0
Haiti,2000.0,1634144.0
Honduras,2001.0,5664895.0
Hong Kong,1975.0,1.1008001E7
Hungary,2002.0,5.908604E7
Hungary,2006.0,5.9709784E7
Iran,1955.0,1.5813289E7
Israel,1969.0,1.4800936E7
Israel,2002.0,5.9301356E7
Jamaica,1995.0,9173406.0
Andorra,2013.0,476320.0
Armenia,1968.0,4727059.0
Armenia,1996.0,2500312.0
Asia (GCP),1981.0,3.8186765E9
Asia (GCP),2017.0,1.713446E10
Asia (excl. China and India),2018.0,7.4541594E9
Austria,1976.0,5.820379E7
Belarus,1985.0,1.07063336E8
Bermuda,2021.0,441341.0
Bolivia,1993.0,1.1550309E7
Burkina Faso,1965.0,102592.0
Burundi,2018.0,645078.0
Cambodia,1996.0,1631315.0
Canada,1954.0,1.6296766E8
Central African Republic,1975.0,102592.0
Chad,1957.0,62905.0
Chad,1958.0,72155.0
Colombia,1954.0,9621435.0
Costa Rica,1957.0,461664.0
Costa Rica,1986.0,2577534.0
Democratic Republic of Congo,1970.0,2709666.0
Equatorial Guinea,2016.0,7558256.0
Eswatini,1974.0,311440.0
Ethiopia,1969.0,1666435.0
Europe,1957.0,3.5933215E9
Europe (excl. EU-28),1954.0,8.0581286E8
European Union (27),1988.0,3.797893E9
Faroe Islands,1979.0,479984.0
Faroe Islands,2011.0,567920.0
Fiji,1991.0,655032.0
Georgia,2010.0,6208043.0
Guinea,1983.0,952640.0
Guyana,1973.0,1802688.0
Honduras,1995.0,3836235.0
International shipping,2020.0,5.904378E8
Ireland,1979.0,2.7402738E7
Italy,1992.0,4.3877098E8
Kenya,1968.0,2815420.0
Kuwait,1955.0,1846656.0
Kuwait,1986.0,3.5230268E7
Czechia,1951.0,6.1651396E7
Denmark,1951.0,2.1921394E7
Ghana,1950.0,637536.0
Africa,1992.0,6.669015E8
Angola,1982.0,4635179.0
Angola,1986.0,4633840.0
Antigua and Barbuda,1965.0,150224.0
Argentina,2004.0,1.5671242E8
Austria,1985.0,5.436632E7
Bahamas,1991.0,1996880.0
Bahrain,1954.0,1044240.0
Bahrain,1973.0,5517984.0
Barbados,1957.0,135568.0
Belize,1954.0,29312.0
Benin,1956.0,145598.0
Bhutan,2019.0,1458625.0
Burundi,1987.0,249152.0
Cameroon,1961.0,282128.0
Chad,1961.0,51296.0
China,2016.0,9.765029E9
Congo,1999.0,3915579.0
Cote d'Ivoire,2006.0,6887238.0
Curacao,2021.0,1740648.0
Dominica,1965.0,14656.0
Dominica,1989.0,58624.0
Dominican Republic,1964.0,1746510.0
Ethiopia,2007.0,5839596.0
Ethiopia,2015.0,1.2696406E7
Gabon,1973.0,5309136.0
Greenland,1980.0,564256.0
Grenada,1990.0,106256.0
Guinea,2020.0,4499392.0
International aviation,1974.0,8.524597E7
International aviation,1977.0,9.604474E7
Ireland,1988.0,2.9883636E7
Italy,2003.0,4.9600582E8
Kazakhstan,1984.0,2.3483738E8
Kosovo,2017.0,8022504.0
Africa,2005.0,1.06318E9
Argentina,1974.0,9.5480376E7
Asia,2012.0,1.8400993E10
Asia (excl. China and India),1966.0,1.0875336E9
Asia (excl. China and India),1992.0,3.8625298E9
Azerbaijan,1981.0,4.526157E7
Benin,1962.0,135568.0
Bhutan,1952.0,0.0
Bhutan,1997.0,390105.0
Bolivia,1987.0,4011800.8
Brazil,2015.0,5.2935302E8
Burundi,1975.0,76944.0
Cambodia,1965.0,402832.0
Canada,1991.0,4.501596E8
Colombia,2009.0,7.2460616E7
Comoros,2021.0,415130.0
Cuba,2011.0,2.9431084E7
Curacao,2018.0,4312528.0
Democratic Republic of Congo,2021.0,3940681.0
Djibouti,1958.0,47632.0
Dominican Republic,1978.0,5430324.0
East Timor,2005.0,321145.0
Egypt,1977.0,3.7815064E7
Estonia,2019.0,1.2323983E7
Ethiopia,1981.0,1860007.0
Ethiopia,1991.0,2958472.0
European Union (27),1959.0,1.9404964E9
Faroe Islands,1972.0,234496.0
Fiji,1963.0,241824.0
Gambia,2001.0,300448.0
Georgia,1955.0,4179800.0
Georgia,1960.0,5873772.0
Germany,2019.0,7.074914E8
Greece,2019.0,6.5759484E7
Guinea-Bissau,1973.0,109920.0
International aviation,2005.0,4.1467437E8
International shipping,1995.0,3.5823747E8
Iran,1956.0,2.2807508E7
Iraq,1958.0,6665776.0
Ireland,1953.0,9535490.0
Jamaica,1981.0,7408473.0
Jamaica,2017.0,7797546.0
Kazakhstan,2017.0,2.9347648E8
International aviation,1951.0,3890817.0
Afghanistan,1958.0,329760.0
Afghanistan,2015.0,9791093.0
Africa,2022.0,1.4166266E9
Africa (GCP),1974.0,3.883896E8
Andorra,1957.0,0.0
Antigua and Barbuda,1979.0,406704.0
Asia,1997.0,8.717279E9
Asia (excl. China and India),1967.0,1.2045426E9
Azerbaijan,1963.0,2.2108098E7
Bahrain,2005.0,1.9804052E7
Barbados,1992.0,1361827.0
Belgium,2018.0,9.996732E7
Bonaire Sint Eustatius and Saba,1970.0,187352.0
Bosnia and Herzegovina,2013.0,2.1801048E7
British Virgin Islands,2009.0,194192.0
Burkina Faso,2007.0,1590799.0
Cameroon,2001.0,5562424.0
Canada,1982.0,4.144549E8
Canada,1996.0,5.0819664E8
Cape Verde,1957.0,18320.0
Cape Verde,2009.0,520288.0
Central African Republic,1986.0,161216.0
Central America (GCP),2005.0,1.5301669E8
China,1963.0,4.5677946E8
Colombia,1970.0,2.8370052E7
Colombia,1988.0,5.2017412E7
Comoros,1975.0,32976.0
Congo,1957.0,188714.0
Costa Rica,1962.0,549600.0
Croatia,1975.0,1.4892899E7
Croatia,1993.0,1.6806462E7
Cyprus,1988.0,4197559.0
Dominican Republic,2004.0,1.7333192E7
Ecuador,1972.0,4589031.0
Ecuador,1984.0,2.1189502E7
Eritrea,2005.0,768953.0
Estonia,1980.0,3.5313856E7
Europe,1992.0,7.0977505E9
Europe (excl. EU-27),1956.0,1.5783515E9
Europe (excl. EU-28),2021.0,2.1570824E9
European Union (28),2019.0,3.2689155E9
Finland,2008.0,5.8621E7
France,1955.0,2.389818E8
French Polynesia,1965.0,84272.0
Georgia,1984.0,1.4634463E7
Germany,1970.0,1.02602234E9
Greece,1952.0,4797435.0
Guinea,1980.0,963632.0
Guinea,1988.0,1025920.06
Guinea,2006.0,1890624.0
Indonesia,2022.0,7.2888326E8
International shipping,1971.0,3.789253E8
Iran,1952.0,4092480.2
Ireland,1956.0,1.0923165E7
Japan,1983.0,8.8090944E8
Kenya,2014.0,1.4531541E7
Kuwait,1968.0,2.3149272E7
Afghanistan,1979.0,2232754.0
Albania,2011.0,5314676.0
Andorra,1956.0,0.0
Armenia,1962.0,3422601.0
Asia,1953.0,5.401032E8
Asia (GCP),1989.0,5.5846154E9
Bahamas,1998.0,1989552.0
Belarus,2020.0,5.9055548E7
Bonaire Sint Eustatius and Saba,1984.0,161406.0
Bosnia and Herzegovina,1987.0,1.9522316E7
British Virgin Islands,1998.0,102592.0
Bulgaria,1991.0,6.1456344E7
Cameroon,2005.0,5423858.0
Chile,1955.0,1.1596985E7
China,1964.0,4.606371E8
China,1983.0,1.6942168E9
China,1992.0,2.7307876E9
Colombia,1955.0,1.1944084E7
Colombia,1996.0,5.991267E7
Costa Rica,2009.0,7747752.0
Cyprus,1977.0,2699378.0
Cyprus,2010.0,8101123.0
Djibouti,1976.0,197856.0
Ecuador,2016.0,3.9357052E7
El Salvador,1991.0,3154717.0
Estonia,1952.0,7979128.0
Estonia,1989.0,3.9366484E7
Eswatini,2000.0,1209120.0
Ethiopia,1964.0,406526.0
Europe (GCP),1989.0,7.828834E9
Europe (excl. EU-28),1978.0,2.9573332E9
Europe (excl. EU-28),1996.0,2.1644728E9
European Union (27),1979.0,4.1131354E9
France,1970.0,4.6042458E8
Gambia,1979.0,146560.0
Greece,2017.0,7.484345E7
Guyana,1974.0,1553536.0
Haiti,2008.0,1760637.0
High-income countries,2009.0,1.3465353E10
Hong Kong,1996.0,2.8908528E7
Indonesia,1980.0,9.487287E7
Iraq,1964.0,9063972.0
Israel,2014.0,6.0282336E7
Jamaica,1971.0,5747217.0
Kyrgyzstan,1953.0,4794438.0
Latvia,1965.0,1.2565908E7
Africa (GCP),1950.0,9.4868E7
Afghanistan,1967.0,1281865.0
Africa,2012.0,1.2558515E9
Andorra,2009.0,516623.97
Asia (excl. China and India),1995.0,4.1358874E9
Austria,1952.0,2.2069984E7
Austria,1959.0,2.7909902E7
Azerbaijan,1976.0,4.112586E7
Barbados,1966.0,267472.0
Barbados,2015.0,1686392.0
Belarus,1977.0,8.9745016E7
Belgium,1960.0,9.090808E7
Belize,1989.0,300448.0
Bermuda,1995.0,531280.0
Bosnia and Herzegovina,2002.0,1.4172601E7
Bulgaria,2013.0,4.2586732E7
Burundi,1966.0,47632.0
Cameroon,2019.0,9591827.0
Central America (GCP),2011.0,1.7293118E8
Chile,1960.0,1.3476468E7
China,1969.0,6.076833E8
China,2021.0,1.1336233E10
Cook Islands,1981.0,65952.0
Democratic Republic of Congo,2017.0,3102465.0
Dominican Republic,1981.0,6135240.0
Estonia,1955.0,1.0457887E7
Europe (GCP),1985.0,7.7892086E9
Europe (GCP),1990.0,8.03843E9
Europe (excl. EU-28),1998.0,2.026584E9
European Union (27),1955.0,1.74328E9
European Union (28),1991.0,4.4139704E9
European Union (28),2009.0,3.8246313E9
Faroe Islands,1988.0,527616.0
Finland,2000.0,5.701E7
France,1972.0,5.1396355E8
Germany,2012.0,8.1281555E8
Ghana,2007.0,8981875.0
Grenada,1970.0,43968.0
Grenada,2009.0,252815.98
Guinea-Bissau,2013.0,245488.0
Haiti,2002.0,1785235.0
Hungary,1991.0,6.970194E7
Iceland,2012.0,3501300.0
Iceland,2015.0,3543713.0
India,1953.0,6.8704824E7
International aviation,1962.0,2.1423662E7
Jordan,1995.0,1.3208063E7
Kosovo,2012.0,7847775.0
Iran,1951.0,6913701.0
Andorra,2011.0,490976.0
Argentina,1977.0,1.0070587E8
Armenia,1983.0,7845646.0
Barbados,2010.0,1845064.0
Bosnia and Herzegovina,2022.0,1.973571E7
British Virgin Islands,1995.0,87936.0
Burkina Faso,1976.0,208848.0
Burkina Faso,1986.0,479984.0
Burundi,1990.0,208848.0
Canada,2021.0,5.3717376E8
Chad,1975.0,183200.0
Congo,2004.0,3548607.0
Cuba,1996.0,2.333295E7
Dominican Republic,2022.0,2.3637946E7
Egypt,1966.0,2.653215E7
El Salvador,2011.0,6499405.0
Equatorial Guinea,1973.0,29312.0
Estonia,1975.0,3.034508E7
Estonia,2022.0,1.0311845E7
Eswatini,1970.0,366400.0
Ethiopia,2006.0,5318177.0
Europe (excl. EU-27),1971.0,2.8986363E9
European Union (27),2019.0,2.904162E9
European Union (28),2015.0,3.5152225E9
France,2006.0,4.063098E8
Gabon,1976.0,5703786.0
Grenada,1980.0,47632.0
Guatemala,2021.0,1.968301E7
Honduras,1982.0,1749493.0
Hong Kong,1985.0,2.2881404E7
Iceland,2014.0,3446717.0
Indonesia,2014.0,4.8788995E8
Ireland,1990.0,3.294442E7
Ireland,1991.0,3.3674308E7
Italy,1970.0,2.9636454E8
Japan,2012.0,1.3058835E9
Kazakhstan,1999.0,1.1926529E8
Kyrgyzstan,2004.0,5808160.0
Cape Verde,1951.0,76944.0
Albania,2005.0,4261413.0
Albania,2021.0,4903652.0
Asia (GCP),2000.0,7.9400765E9
Belgium,1970.0,1.25490456E8
Belize,1957.0,29312.0
Belize,2011.0,553264.0
Belize,2014.0,468992.0
Bermuda,1967.0,212512.0
Bhutan,1966.0,0.0
Bulgaria,1984.0,8.704493E7
Cape Verde,2004.0,425024.0
Congo,1973.0,1220112.0
Cook Islands,1971.0,10992.0
Costa Rica,2003.0,6582545.0
Cuba,1980.0,3.1374024E7
Cuba,2003.0,2.5942744E7
Czechia,1997.0,1.3094162E8
Democratic Republic of Congo,2004.0,2028165.1
Dominican Republic,2020.0,2.350165E7
Equatorial Guinea,2013.0,8196183.0
Equatorial Guinea,2020.0,5524802.0
Europe (GCP),2015.0,5.614495E9
Europe (excl. EU-27),1996.0,2.7512335E9
European Union (28),1989.0,4.4166134E9
Faroe Islands,1962.0,117248.0
Gabon,1997.0,5526934.0
Greece,2007.0,1.145457E8
Guinea-Bissau,1981.0,142896.0
Haiti,1995.0,875696.0
Iran,1961.0,3.650876E7
Italy,1973.0,3.5334912E8
Kiribati,1977.0,21984.0
Kuwait,1980.0,2.4616182E7
Kyrgyzstan,1952.0,4530876.0
Equatorial Guinea,1951.0,10992.0
Africa (GCP),2012.0,1.2558405E9
Antigua and Barbuda,1963.0,84272.0
Asia (GCP),1959.0,1.303081E9
Belarus,1995.0,6.0905644E7
Brazil,1998.0,3.17359E8
Burundi,1972.0,73280.0
Burundi,2012.0,352023.0
Canada,1969.0,3.071192E8
Cape Verde,1988.0,73280.0
Cape Verde,1992.0,179536.0
Central African Republic,1964.0,73280.0
Comoros,1993.0,73280.0
Croatia,1976.0,1.53671E7
Croatia,1982.0,1.7823326E7
Croatia,1988.0,2.1738328E7
Cuba,1999.0,2.4467108E7
Djibouti,1957.0,43968.0
Djibouti,1966.0,139232.0
Djibouti,1974.0,194192.0
Dominica,1992.0,58624.0
Dominican Republic,1955.0,915049.0
Dominican Republic,2021.0,2.378485E7
Eswatini,1954.0,3664.0
European Union (27),1995.0,3.6370578E9
Fiji,1982.0,835123.0
French Polynesia,2016.0,868368.0
Germany,1979.0,1.1178883E9
Germany,1995.0,9.3989715E8
Honduras,1967.0,875250.0
Honduras,2011.0,8860314.0
Hungary,1952.0,2.7208248E7
India,1963.0,1.4244414E8
Iraq,2004.0,1.1280306E8
Ireland,1977.0,2.356872E7
Israel,1952.0,3658523.0
Israel,1980.0,2.0984618E7
Italy,2002.0,4.78002E8
Kenya,2000.0,1.040884E7
Botswana,1972.0,21984.0
Curacao,1951.0,9721878.0
Ireland,1951.0,1.0506628E7
Africa,2017.0,1.3697097E9
Africa (GCP),2004.0,1.0448557E9
Andorra,2004.0,560592.0
Argentina,1972.0,9.006664E7
Aruba,1970.0,928761.0
Aruba,1990.0,487312.0
Bahamas,1958.0,179536.0
Barbados,1982.0,644864.0
Benin,1987.0,473696.0
Brunei,1991.0,7210752.0
Bulgaria,1996.0,5.84601E7
Cameroon,1969.0,571584.0
Cameroon,2013.0,7849517.0
Canada,2004.0,5.796894E8
China,1984.0,1.844828E9
Christmas Island,1977.0,91600.0
Colombia,2022.0,9.971787E7
Costa Rica,1953.0,432352.0
Costa Rica,1992.0,3741868.0
Croatia,1995.0,1.6815704E7
Cuba,2004.0,2.5221232E7
Cuba,2013.0,2.8124912E7
Democratic Republic of Congo,1952.0,2083837.0
Dominica,1995.0,80608.0
Ecuador,2019.0,4.0065172E7
Ethiopia,1980.0,1817483.0
French Polynesia,1974.0,216176.0
French Polynesia,2018.0,875696.0
Georgia,1956.0,4587293.0
Germany,1967.0,9.3622944E8
Ghana,2011.0,1.0335549E7
Greenland,1988.0,545936.0
Grenada,1974.0,36640.0
Guyana,1978.0,2055504.1
International aviation,2016.0,5.463586E8
Iraq,1952.0,1959824.0
Iraq,1997.0,7.617395E7
Jamaica,1959.0,1838526.0
Jamaica,1975.0,8180667.0
Kyrgyzstan,1994.0,6144479.0
Guinea,1950.0,182399.0
Afghanistan,2019.0,1.1081621E7
Africa,1954.0,1.17536136E8
Antarctica,1994.0,14656.0
Argentina,1993.0,1.1777749E8
Asia,2009.0,1.5345886E10
Bahamas,1964.0,1084544.0
Bangladesh,1965.0,3121306.0
Belgium,1954.0,8.573458E7
Benin,1997.0,1223975.0
Bermuda,2007.0,729136.0
Bhutan,2000.0,396871.0
Bolivia,1971.0,3058935.0
Bolivia,2009.0,1.3538143E7
Bonaire Sint Eustatius and Saba,1964.0,133192.0
Bonaire Sint Eustatius and Saba,1976.0,245925.0
Brunei,1958.0,318768.0
Cambodia,1983.0,366400.0
Canada,2006.0,5.685845E8
Chad,2004.0,902531.0
Chad,2017.0,2344165.0
Chile,1958.0,1.2450994E7
Chile,2002.0,5.4835572E7
Colombia,1968.0,2.6572754E7
Comoros,1971.0,29312.0
Costa Rica,1965.0,845909.0
Curacao,1954.0,1.3141E7
Curacao,1989.0,4504520.0
Czechia,2001.0,1.2714437E8
Denmark,2019.0,3.0950284E7
Ecuador,1994.0,1.4306838E7
Egypt,1952.0,1.0892903E7
Europe (GCP),2013.0,5.8448507E9
Europe (excl. EU-28),1965.0,1.6832882E9
European Union (27),1985.0,3.8205809E9
Faroe Islands,1970.0,256480.02
Gambia,1967.0,32976.0
Greece,1984.0,5.6284932E7
Guinea-Bissau,1972.0,65952.0
Iceland,1957.0,963632.0
Indonesia,2006.0,3.4663344E8
Ireland,1992.0,3.3495316E7
Italy,1995.0,4.494302E8
Kosovo,2011.0,8294465.0
Kuwait,2013.0,8.372328E7
Curacao,1950.0,6164268.0
French Polynesia,1956.0,43968.0
Africa (GCP),1983.0,5.945573E8
Albania,1956.0,838789.0
Algeria,2021.0,1.802252E8
Andorra,1995.0,425024.0
Angola,1958.0,592885.0
Angola,1968.0,1669539.0
Antarctica,2000.0,3664.0
Argentina,2008.0,1.8724346E8
Argentina,2015.0,1.9174384E8
Bahamas,1983.0,2014374.0
Bahamas,1984.0,1853984.0
Belgium,1962.0,9.80183E7
Belgium,1973.0,1.3863917E8
Belgium,2020.0,9.1101384E7
Bermuda,1957.0,139232.0
Bhutan,1996.0,298272.0
Bonaire Sint Eustatius and Saba,1966.0,111743.0
Bosnia and Herzegovina,2008.0,1.9958648E7
British Virgin Islands,2015.0,227168.0
Cambodia,2008.0,3866716.0
Chad,1974.0,150224.0
Cook Islands,2021.0,68819.0
Croatia,1998.0,1.901117E7
Cuba,1961.0,1.2168303E7
Denmark,2017.0,3.466462E7
Djibouti,1987.0,388384.0
Equatorial Guinea,1990.0,62288.0
Faroe Islands,1983.0,487312.0
Finland,1985.0,4.9549076E7
French Polynesia,2019.0,875696.0
Gabon,1977.0,6306500.0
Ghana,1978.0,2866842.0
Greenland,1965.0,344416.0
Guinea,1975.0,842720.0
High-income countries,1953.0,5.1052273E9
High-income countries,1967.0,8.209266E9
High-income countries,2008.0,1.430966E10
Honduras,1975.0,1660773.0
Honduras,1994.0,3231039.0
Iceland,1992.0,2250166.0
India,1965.0,1.5370194E8
International aviation,1995.0,2.6009424E8
Ireland,1960.0,1.1168536E7
Japan,1954.0,1.425341E8
Kazakhstan,2001.0,1.3876854E8
Kazakhstan,2012.0,2.4634534E8
Latvia,1963.0,1.1135482E7
Asia,1998.0,8.473237E9
Asia (excl. China and India),1983.0,2.6542267E9
Bahamas,1976.0,6457396.0
Barbados,1956.0,128240.01
Belarus,2011.0,6.130759E7
Benin,1954.0,126132.99
Benin,1978.0,362736.0
Brazil,1960.0,4.685182E7
Burundi,2021.0,800000.0
Cambodia,1993.0,1384992.0
Cape Verde,2006.0,494640.0
Central African Republic,2010.0,168544.0
Colombia,2018.0,8.711204E7
Costa Rica,1958.0,447008.0
Costa Rica,1963.0,600896.0
Croatia,2021.0,1.7410628E7
Dominica,2013.0,157552.0
Ecuador,1966.0,2416724.0
Ecuador,2013.0,3.9654976E7
European Union (27),1989.0,3.8350372E9
Faroe Islands,1968.0,183200.0
French Polynesia,1989.0,542272.0
Gabon,1980.0,6624651.0
Gambia,1975.0,98928.0
Guatemala,1961.0,1406471.0
Guatemala,1965.0,1973945.0
Guinea,1956.0,192703.0
Guinea,1992.0,1058896.0
Honduras,1973.0,1506141.0
Honduras,1984.0,1957357.0
Iceland,1965.0,1395538.0
Indonesia,1957.0,2.2411678E7
Indonesia,1999.0,2.9200093E8
International shipping,1981.0,3.0587526E8
Israel,2017.0,5.8841624E7
Italy,1976.0,3.6579546E8
Jamaica,1956.0,1259881.0
Kenya,1957.0,2281840.0
Kosovo,2008.0,7362096.0
Africa (GCP),1952.0,1.1032522E8
Algeria,2007.0,1.0988944E8
Andorra,1987.0,0.0
Argentina,1971.0,8.884713E7
Asia,2017.0,1.9773784E10
Austria,1974.0,5.7294164E7
Bahamas,2003.0,2070159.9
Bahrain,1991.0,1.1391223E7
Bahrain,2011.0,2.8467646E7
Barbados,1999.0,1653427.0
Belarus,1956.0,3.1458016E7
Belize,1990.0,311440.0
Bhutan,1993.0,181786.0
Bolivia,2005.0,1.2312617E7
Bonaire Sint Eustatius and Saba,1957.0,128695.99
Brazil,2021.0,4.9720634E8
Bulgaria,2012.0,4.828998E7
Cape Verde,1976.0,73280.0
Chad,1976.0,183200.0
Chad,1993.0,403040.0
Colombia,1963.0,2.123278E7
Colombia,1976.0,3.7979736E7
Comoros,2004.0,146560.0
Cote d'Ivoire,2002.0,7450165.0
Cote d'Ivoire,2005.0,7564355.0
Curacao,1965.0,8915568.0
Curacao,1998.0,250975.02
Denmark,2007.0,5.470935E7
Dominican Republic,1991.0,9538286.0
Ecuador,1981.0,1.66528E7
Eritrea,1996.0,898479.0
Ethiopia,1987.0,2554381.0
France,1976.0,5.234474E8
Grenada,1967.0,36640.0
Guinea,2000.0,1491248.0
Guyana,1989.0,1183472.0
Hungary,1985.0,8.5828376E7
International aviation,1965.0,3.1135624E7
International shipping,2014.0,6.155419E8
Iran,1979.0,1.6298248E8
Israel,1964.0,9137254.0
Italy,1968.0,2.4917216E8
Jamaica,1989.0,6724091.0
Africa,1982.0,5.717272E8
Africa (GCP),1998.0,9.1243117E8
Asia,1973.0,3.3513523E9
Austria,1990.0,6.216716E7
Barbados,1974.0,490976.0
Brazil,1985.0,1.8011074E8
Central African Republic,1997.0,216176.0
Colombia,1994.0,6.7037376E7
Cook Islands,1986.0,21984.0
Cook Islands,2013.0,84272.0
Croatia,2015.0,1.7824704E7
Cuba,1986.0,3.3546752E7
Curacao,1981.0,8392390.0
Curacao,2000.0,4990174.0
Cyprus,1955.0,450672.0
Djibouti,1995.0,311440.0
Dominican Republic,2019.0,2.8374692E7
Ecuador,2011.0,3.8263916E7
El Salvador,1989.0,2547246.0
Europe (excl. EU-28),1955.0,9.135532E8
Europe (excl. EU-28),1956.0,1.00402797E9
European Union (27),1992.0,3.6786235E9
Finland,1977.0,5.0136984E7
Gambia,1963.0,29312.0
Grenada,1966.0,29312.0
Honduras,2000.0,5031508.0
International shipping,1952.0,1.52021E8
Iran,1978.0,1.6210394E8
Israel,2009.0,6.3860948E7
Jordan,1998.0,1.4253067E7
Kazakhstan,1954.0,6.0673868E7
Kosovo,2010.0,8354687.5
Kuwait,1976.0,1.8456196E7
Laos,2014.0,4449693.0
Estonia,1950.0,6873541.0
Africa,2018.0,1.3570751E9
Africa (GCP),2016.0,1.3554788E9
Albania,2007.0,3948970.0
Angola,2011.0,2.3397032E7
Australia,1982.0,2.180009E8
Azerbaijan,1957.0,1.6222666E7
Bahamas,1961.0,545936.0
Bhutan,1982.0,62680.996
Bhutan,1991.0,185738.0
Botswana,2014.0,6850164.0
British Virgin Islands,1979.0,29312.0
Burkina Faso,1998.0,858942.0
Burkina Faso,2012.0,2618914.0
Colombia,2021.0,9.57652E7
Cuba,1957.0,1.3865625E7
Curacao,1960.0,9309491.0
Denmark,1978.0,6.102831E7
Dominica,1969.0,18320.0
Ecuador,1953.0,820379.0
Egypt,1988.0,7.430948E7
El Salvador,1993.0,3975594.0
Europe (GCP),2006.0,6.522041E9
European Union (27),1987.0,3.839636E9
Germany,1986.0,1.04747194E9
Ghana,1975.0,2658952.0
Greenland,1995.0,534331.0
Guatemala,1972.0,2706626.0
Guatemala,2014.0,1.3827098E7
Guinea,1986.0,996608.0
Guyana,1987.0,1308048.0
Guyana,2003.0,1857648.0
Honduras,1963.0,710578.0
Hong Kong,1995.0,3.1267054E7
Japan,2017.0,1.1868023E9
Jordan,1957.0,494194.0
Kazakhstan,1982.0,2.2991312E8
Africa (GCP),2002.0,8.992632E8
Algeria,2008.0,1.1108741E8
Antigua and Barbuda,1968.0,989280.0
Asia (GCP),2015.0,1.6612157E10
Asia (excl. China and India),2008.0,5.837094E9
Benin,1988.0,508050.03
Benin,2018.0,7434497.0
Bonaire Sint Eustatius and Saba,1998.0,3364.0
Botswana,2022.0,7467293.0
British Virgin Islands,1992.0,80608.0
Burundi,1983.0,205184.0
Canada,1974.0,3.8961693E8
Cape Verde,1989.0,80608.0
Central America (GCP),1975.0,8.8308136E7
Central America (GCP),1984.0,9.5263736E7
Central America (GCP),1996.0,1.0677306E8
Chile,1952.0,1.0603982E7
Chile,2016.0,8.42505E7
Colombia,1986.0,4.8754284E7
Cote d'Ivoire,1987.0,7349984.0
Denmark,1973.0,5.9193932E7
Ecuador,2006.0,2.9689756E7
Ecuador,2014.0,4.3731348E7
El Salvador,2002.0,6069883.0
Equatorial Guinea,1983.0,62288.0
Equatorial Guinea,1999.0,2511309.0
Europe,1998.0,6.24096E9
Faroe Islands,1966.0,139232.0
Fiji,1981.0,1077173.0
Fiji,2001.0,1042053.0
France,1997.0,3.955119E8
France,2013.0,3.5848746E8
Gabon,1984.0,5979462.0
Gambia,1990.0,197856.0
Georgia,1974.0,1.1684918E7
Guatemala,2004.0,1.1180307E7
Guinea-Bissau,1983.0,142896.0
Haiti,1985.0,929520.0
Haiti,2007.0,1772405.0
Haiti,2021.0,2425400.0
India,2009.0,1.6122163E9
Iran,1971.0,1.0162783E8
Iraq,2014.0,1.3702106E8
Ireland,2002.0,4.6081584E7
Italy,1987.0,3.8009856E8
Italy,2009.0,4.2495267E8
Japan,2008.0,1.2320142E9
Kuwait,2022.0,1.0919E8
Kyrgyzstan,2021.0,9433804.0
Laos,2009.0,2667456.0
Bolivia,1950.0,494493.0
Cape Verde,1950.0,102592.0
Egypt,1950.0,1.0233085E7
Japan,1950.0,1.02540984E8
Afghanistan,1957.0,293120.0
Afghanistan,1997.0,1304152.0
Africa,1993.0,7.066615E8
Algeria,1969.0,1.1262968E7
Angola,1974.0,4866398.0
Australia,1979.0,1.9232194E8
Bahamas,1968.0,1627716.0
Bangladesh,2021.0,9.8760296E7
Belarus,1975.0,8.363747E7
Bolivia,2011.0,1.5948673E7
Botswana,1976.0,593568.0
Brazil,2003.0,3.44645E8
Brunei,1993.0,6357040.0
Central America (GCP),1967.0,4.94872E7
Central America (GCP),2000.0,1.30723384E8
Cook Islands,2011.0,80608.0
Costa Rica,1991.0,3287914.0
Curacao,1971.0,1.2165427E7
East Timor,2002.0,261882.0
Egypt,2014.0,2.2689934E8
Equatorial Guinea,1956.0,36640.0
